Community,House_type,Listing_price,Sigma_estimate,Sold_price,Bedroom,Washroom,Parking,Tax,Maintenance,Size,Days_on_market,Exposure,heat,water,hydro,Size_cat
Niagara - Toronto,Condo Apt,619900,615274,616000.0,1.33,2,1,2755.0,471.0,600.0,14,SE,1,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,699900,694109,754000.0,2.33,2,2,2719.0,1109.0,1000.0,13,W,1,1,0,"[1000, 1100)"
Moss Park - Toronto,Condo Apt,629900,611224,620000.0,2.0,1,1,2315.0,540.0,600.0,13,SE,1,1,1,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,649800,650269,634000.0,1.33,2,0,2867.0,459.0,600.0,13,S,1,0,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,559000,547899,570000.0,1.33,1,1,2190.0,941.0,800.0,14,S,1,1,1,"[800, 900)"
Waterfront Communities C1 - Toronto,Condo Apt,699900,689364,686000.0,1.33,1,1,2180.0,407.0,700.0,41,S,1,1,0,"[700, 800)"
Mount Pleasant East - Toronto,Condo Apt,699900,688618,687000.0,2.0,2,1,2621.0,1110.0,1000.0,44,S,1,1,0,"[1000, 1100)"
Waterfront Communities C1 - Toronto,Condo Apt,569000,558234,552000.0,1.0,1,1,1800.0,555.0,500.0,62,N,1,1,1,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,635000,608681,615000.0,1.33,1,0,2375.0,386.0,500.0,88,S,1,1,0,"[500, 600)"
Yonge-Eglinton - Toronto,Condo Apt,699000,674127,675000.0,1.33,2,1,1893.0,584.0,600.0,95,W,0,1,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,688000,683671,640000.0,2.0,2,0,2497.0,721.0,900.0,98,N,1,1,1,"[900, 1000)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,597290,570000.0,1.33,1,1,2229.0,489.0,500.0,116,N,1,1,1,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,649000,615475,608000.0,1.33,1,0,2345.0,418.0,600.0,139,E,1,1,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,589000,588306,589000.0,1.33,1,0,2297.0,382.0,500.0,2,E,0,0,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,639000,630910,637000.0,1.33,1,1,2249.0,482.0,700.0,3,S,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,604999,584677,593200.0,1.0,1,0,2027.0,294.0,0.0,15,NE,1,1,0,"[0, 500)"
Cabbagetown-South St. James Town - Toronto,Condo Apt,625000,593278,618000.0,1.33,1,1,2177.0,766.0,800.0,25,S,1,1,1,"[800, 900)"
